sentence,video_count
তুমি ভালো আছো,2
তুমি ভালো গান গাও,2
তুমি ভালো মুখস্থ করছো,2
তুমি মদ্রাসায় কখন যাবে,2
তুমি মাথায় তেল দিবে,2
তুমি মাদ্রাসায় যাবে,2
তুমি রবার দিয়ে মুছো,2
তুমি রসুন খাবে,2
তুমি লখতে জানো,2
তুমি লাল শাক খাবে,2
তুমি সবজি খাবে,2
তুমি সমাজ বই সম্পর্কে জানো,2
তুমি স্কুলে কখন যাবে,2
তুমি হসপিটালে যাও,2
তোমরা কবে বাড়ি যাবা,2
তোমরা সবাই আম খাবে,2
তোমরা সবাই কোলড্রিংস খাবা,2
তোমাদের সবাইকে দেখে নিবো,2
তোমার অনেক জর,2
তোমার অনেক শর্দি হয়েছে,2
তোমার গৃহিনী সুন্দর,2
তোমার ছূটি,2
তোমার ছেলে অনেক সুন্দর,2
তোমার ছেলে কি করে,2
তোমার জন্মদিন ১২ এপ্রিল,2
তোমার জন্মদিন ১২ জুলাই,2
তোমার জন্মদিন ১২ মে,2
তোমার জন্মদিন ২১ আগষ্ট,2
তোমার জন্মদিন ২২ জানুয়ারি,2
তোমার জন্মদিন ২২ জুলাই,2
তোমার জন্মদিন ২২ ডিসেম্বর,2
তোমার জন্মদিন ২২ ফেব্রুয়ারী,2
তোমার জন্মদিন ২২ মার্চ,2
তোমার জন্মদিন ২৫ আগষ্ট,2
তোমার জন্মদিন ২৫ নভেম্বর,2
তোমার জন্মদিন ২৬ অক্টোবর,2
তোমার জন্য শুভ কামনা,2
তোমার জর কি অবস্থা,2
তোমার ডায়েরি সুন্দর,2
তোমার ড্রেসটা দারুন,2
তোমার পরীক্ষা কবে,2
তোমার পরীক্ষা কেমন হয়েছে,2
তোমার প্রতিবেশি কেমন,2
তোমার প্রফেশন প্রকৌশলী,2
তোমার প্রশংসা পত্র কই,2
তোমার প্রশ্ন কি,2
তোমার বউ সুন্দর দেখতে,2
তোমার বর দেখতে সুন্দর,2
তোমার ভবিষ্যত কি হবে,2
তোমার ভাষা কেমন,2
তোমার ভাষা সুন্দর,2
তোমার মাতৃভাষা কি,2
তোমার মিটিং কখন,2
তোমার মিটিং কয়টায় সময়,2
তোমার মেয়ে কি করে,2
তোমার রুটিন দেখেছি,2
তোমার সনদ পত্র কই,2
তোমার স্বাস্থ্য ভালো আছে,2
দেখা করে অনেক ভালো লাগলো,2
দেখা করে খুশি হলাম,2
ধন্যবাদ তোমাকে,2
ধন্যবাদ,2
পরিবার,2
পরীক্ষার প্রশ্ন কেমন,2
ফুফু,2
বন্ধু,2
বর্ডারগার্ড আমাকে ধরেছে,2
বর্তমানে আমি ঘুমাচ্ছি,2
বর্তমানে আমি দাড়াবো,2
বর্তমানে আমি দেখবো,2
বর্তমানে আমি ভাবতেছি,2
বর্তমানে আমি ভালো আছি,2
বর্তমানে আমি ভালো নেই,2
বর্তমানে তুমি কি দেখছো,2
বাংলা আমার মাতৃভাষা,2
বাংলা কেমন ভাষা,2
বাংলা খুব সুন্দর ভাষা,2
বাংলা তোমার মাতৃভাষা,2
বাংলা দেশ ৬ ঋতুর দেশ,2
বাংলাদেশের বিখ্যাত মহিলা কবি,2
বাংলাদেশের বিখ্যাত লেখক,2
বাথরুম কোথায়,2
বাবা ঔষুধ খাও,2
বাবা চিঠি লিখে,2
বাবা জামাটা সুন্দর,2
বাবা নোটিশ দেখেছে,2
বাবা প্রশংসা পত্র দেখবে,2
বাবা বিভাগ চায়,2
বাবা বিরতি নিছে,2
বাবা লখতে জানে,2
বাবা সনদ পত্র দেখবে,2
বাবা,2
বাড়ি কখন যাবা,2
বিজিবি আমাকে ধরেছে,2
বিজ্ঞান সুন্দর বিষয়,2
বিষয় টি ভালো ছিল,2
বিষয়টি নিয়ে কি ভাবছো,2
বিষয়টি ভালো,2
বোন অনেক মেধাবী,2
